canon_smiles,iso_smiles
O=C([O-])C1C2CCC(O2)C1C(=O)Nc1ccc(F)cc1F,O=C(Nc1ccc(F)cc1F)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1C(=O)[O-]
Cc1nc2n(C)c3ccccc3n2c1C(=O)c1cccs1,Cc1nc2n(C)c3ccccc3n2c1C(=O)c1cccs1
O=C([O-])C1C2CCC(C2)C1C(=O)Nc1ccc(Cl)c(Cl)c1,O=C([O-])[C@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1ccc(Cl)c(Cl)c1
CCCC(C)NC(=O)CSc1nnc2nc(C)cc(C)n12,CCC[C@@H](C)NC(=O)CSc1nnc2nc(C)cc(C)n12
CC(C)C(CC[NH2+]Cc1ccco1)C1CCOC(C)(C)C1,CC(C)[C@@H](CC[NH2+]Cc1ccco1)[C@@H]1CCOC(C)(C)C1
CC1CCc2c(sc(NC(=O)c3cnn(C)c3)c2C#N)C1,C[C@@H]1CCc2c(sc(NC(=O)c3cnn(C)c3)c2C#N)C1
COC(=O)C1=C(C(F)(F)Cl)NC(=O)NC1c1ccccc1,COC(=O)C1=C(C(F)(F)Cl)NC(=O)N[C@@H]1c1ccccc1
COc1ccc(OCCNC(=O)c2ccccc2Cl)cc1,COc1ccc(OCCNC(=O)c2ccccc2Cl)cc1
CC(=O)Oc1ccc(C(=O)Nc2ccc(C#N)cc2)cc1,CC(=O)Oc1ccc(C(=O)Nc2ccc(C#N)cc2)cc1
Cc1ccc(-n2nnnc2SCc2ccc(Br)cc2)cc1,Cc1ccc(-n2nnnc2SCc2ccc(Br)cc2)cc1
CC(=O)Nc1ccc(C(=O)Nc2ccc(F)c(F)c2)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)c(F)c2)cc1
OCCNc1nc2ccccc2n1Cc1cccc(Cl)c1,OCCNc1nc2ccccc2n1Cc1cccc(Cl)c1
COC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,COC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
COCC(C)NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)on1,COC[C@@H](C)NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)on1
Fc1ccc(C2CC(c3cccs3)=Nc3nnnn32)cc1,Fc1ccc([C@@H]2CC(c3cccs3)=Nc3nnnn32)cc1
C=CCc1cc(Cl)ccc1OCC[NH+]1CC(C)OC(C)C1,C=CCc1cc(Cl)ccc1OCC[NH+]1C[C@H](C)O[C@H](C)C1
CC(C)C(NC(=O)CNC(=O)c1ccc(Cl)cc1)C(=O)[O-],CC(C)[C@@H](NC(=O)CNC(=O)c1ccc(Cl)cc1)C(=O)[O-]
Cc1csc(NC(=O)C2CCCN2C(=O)c2cccs2)n1,Cc1csc(NC(=O)[C@@H]2CCCN2C(=O)c2cccs2)n1
C=CCn1cccc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1=O,C=CCn1cccc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1=O
CCOc1ccc(C(=O)NCCCc2ccccc2)cc1,CCOc1ccc(C(=O)NCCCc2ccccc2)cc1
CCCCc1ccc(NS(=O)(=O)Cc2ccccc2)cc1,CCCCc1ccc(NS(=O)(=O)Cc2ccccc2)cc1
CSc1nn(-c2ccccc2)cc1C(=O)N1CCCCC1,CSc1nn(-c2ccccc2)cc1C(=O)N1CCCCC1
CCN(CC)C(=O)CSc1nc2ccc(C)cc2cc1C,CCN(CC)C(=O)CSc1nc2ccc(C)cc2cc1C
COc1ccc(S(=O)(=O)N2CCC(C)CC2)cc1C(=O)[O-],COc1ccc(S(=O)(=O)N2CCC(C)CC2)cc1C(=O)[O-]
CCC(C)(Oc1nn(Cc2ccccc2)cc1C)C(=O)[O-],CC[C@@](C)(Oc1nn(Cc2ccccc2)cc1C)C(=O)[O-]
CCC(=O)Nc1cc(-c2cn3cccnc3n2)ccc1C,CCC(=O)Nc1cc(-c2cn3cccnc3n2)ccc1C
COc1ccc(-c2ccc(=[NH2+])n(CCCC(=O)[O-])n2)cc1,COc1ccc(-c2ccc(=[NH2+])n(CCCC(=O)[O-])n2)cc1
CCN(CC)C(=O)CSc1nnc(-c2cnccn2)n1C,CCN(CC)C(=O)CSc1nnc(-c2cnccn2)n1C
O=C([O-])C1CC=CCC1C(=O)OCc1ccc(Cl)cc1Cl,O=C([O-])[C@H]1CC=CC[C@@H]1C(=O)OCc1ccc(Cl)cc1Cl
COC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,COC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12
Cc1cc(C)n(NC(=O)c2ccc3c(c2)OCO3)c(=O)c1,Cc1cc(C)n(NC(=O)c2ccc3c(c2)OCO3)c(=O)c1
COc1ccc(Cl)cc1NCCC(O)c1ccc(F)cc1,COc1ccc(Cl)cc1NCC[C@@H](O)c1ccc(F)cc1
O=C(Nc1ccc(F)c(Cl)c1)c1ccc(C(F)(F)F)cc1,O=C(Nc1ccc(F)c(Cl)c1)c1ccc(C(F)(F)F)cc1
O=S(=O)(N=c1cc(-c2ccccc2)ss1)c1ccccc1,O=S(=O)(/N=c1/cc(-c2ccccc2)ss1)c1ccccc1
CCc1cccc2sc(NC(=O)c3ccccc3C)nc12,CCc1cccc2sc(NC(=O)c3ccccc3C)nc12
CCOC(=O)c1ccccc1NC(=O)c1ccccc1Br,CCOC(=O)c1ccccc1NC(=O)c1ccccc1Br
O=C(Nc1ccc(Cl)cn1)c1cccc2c(Br)cccc12,O=C(Nc1ccc(Cl)cn1)c1cccc2c(Br)cccc12
CC(C)Oc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,CC(C)Oc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1
CCC(C)NC(=O)c1cc2c(Cl)nc3ccccc3c2s1,CC[C@H](C)NC(=O)c1cc2c(Cl)nc3ccccc3c2s1
O=C([O-])CCc1ccc(S(=O)(=O)NC2CCCCC2)cc1,O=C([O-])CCc1ccc(S(=O)(=O)NC2CCCCC2)cc1
CC(=O)Nc1cccc(NC(=O)Nc2cccc(C)c2)c1,CC(=O)Nc1cccc(NC(=O)Nc2cccc(C)c2)c1
NC(=O)Nc1ccc(C(=O)Nc2ccc(Cl)cc2F)cc1,NC(=O)Nc1ccc(C(=O)Nc2ccc(Cl)cc2F)cc1
O=C(OCn1nnc2ccccc2c1=O)c1cccnc1,O=C(OCn1nnc2ccccc2c1=O)c1cccnc1
CC(Oc1ccc(F)cc1)C(=O)N1CCc2ccccc21,C[C@H](Oc1ccc(F)cc1)C(=O)N1CCc2ccccc21
CCOC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,CCOC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1
COCCNc1oc(COc2cccc(C)c2)nc1C#N,COCCNc1oc(COc2cccc(C)c2)nc1C#N
O=C(CCn1c(=O)[nH]c2ccccc2c1=O)N1CCCC1,O=C(CCn1c(=O)[nH]c2ccccc2c1=O)N1CCCC1
CCC(C)c1ccc(OCc2nnc(NC(C)=O)s2)cc1,CC[C@@H](C)c1ccc(OCc2nnc(NC(C)=O)s2)cc1
Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)[O-],Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)[O-]
CCCC(=O)Nc1cccc(NC(=O)c2cccnc2)c1,CCCC(=O)Nc1cccc(NC(=O)c2cccnc2)c1
CCSc1nnc(NC(=O)CSc2nnc(C)c([O-])n2)s1,CCSc1nnc(NC(=O)CSc2nnc(C)c([O-])n2)s1
Cc1ccccc1-c1noc(CCC(=O)NC(C)(C)C)n1,Cc1ccccc1-c1noc(CCC(=O)NC(C)(C)C)n1
CCOC(=O)C1CCCC[NH+]1Cn1nnc2ccccc21,CCOC(=O)[C@H]1CCCC[NH+]1Cn1nnc2ccccc21
COc1ccc(OC)c(S(=O)(=O)NC2CCCCC2C)c1,COc1ccc(OC)c(S(=O)(=O)N[C@H]2CCCC[C@@H]2C)c1
CNC(=O)CSc1nnc(-c2ccc(N(C)C)cc2)n1C,CNC(=O)CSc1nnc(-c2ccc(N(C)C)cc2)n1C
CCC1(C)CC(CC[NH2+]Cc2ccco2)(C(C)C)CCO1,CC[C@@]1(C)C[C@](CC[NH2+]Cc2ccco2)(C(C)C)CCO1
COc1cccc(OC)c1C(=O)NCc1ccccc1Cl,COc1cccc(OC)c1C(=O)NCc1ccccc1Cl
Cc1cnc(C(=O)OCC(=O)Nc2ccc(Cl)cc2)cn1,Cc1cnc(C(=O)OCC(=O)Nc2ccc(Cl)cc2)cn1
Cc1cccc(C(O)(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(O)(c2ccccc2)c2ccccc2)c1
N#Cc1ccc(OCC[NH+]2CCc3ccccc3C2)cc1,N#Cc1ccc(OCC[NH+]2CCc3ccccc3C2)cc1
CC(C)(C)c1cc(NC(=O)c2csc3ccccc23)no1,CC(C)(C)c1cc(NC(=O)c2csc3ccccc23)no1
N#Cc1cc2c(nc1SCc1ccccc1)CCCC2=O,N#Cc1cc2c(nc1SCc1ccccc1)CCCC2=O
O=S(=O)(NCc1ccco1)c1ccc(Cl)cc1C(F)(F)F,O=S(=O)(NCc1ccco1)c1ccc(Cl)cc1C(F)(F)F
COC(=O)c1ccccc1NC(=O)c1cc(I)ccc1Cl,COC(=O)c1ccccc1NC(=O)c1cc(I)ccc1Cl
O=C([O-])Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,O=C([O-])Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2
O=C(c1cccs1)N(Cc1ccccc1)Cc1cccs1,O=C(c1cccs1)N(Cc1ccccc1)Cc1cccs1
COC(=O)c1ccc(NC(=O)c2ccc(C)c(C)c2)cc1,COC(=O)c1ccc(NC(=O)c2ccc(C)c(C)c2)cc1
COc1ccc(CCNS(=O)(=O)Cc2ccccc2)cc1,COc1ccc(CCNS(=O)(=O)Cc2ccccc2)cc1
CC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2cccs2)c1C,CC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2cccs2)c1C
CC1CCN(C(=O)c2ccc(-c3cccc(Cl)c3)o2)CC1,CC1CCN(C(=O)c2ccc(-c3cccc(Cl)c3)o2)CC1
CCCCSc1nnc(-c2ccc(NC(C)=O)cc2)n1C,CCCCSc1nnc(-c2ccc(NC(C)=O)cc2)n1C
CCc1nonc1NC(=O)c1oc2ccc(C)cc2c1C,CCc1nonc1NC(=O)c1oc2ccc(C)cc2c1C
CCOC(=O)c1c(NC(C)=O)sc2c(O)c(Br)cc(Br)c12,CCOC(=O)c1c(NC(C)=O)sc2c(O)c(Br)cc(Br)c12
C=CCNc1nnc(SCC(=O)NC2CCCCC2C)s1,C=CCNc1nnc(SCC(=O)N[C@H]2CCCC[C@H]2C)s1
FC(F)(F)c1ccnn1-c1nc(-c2ccccc2Cl)cs1,FC(F)(F)c1ccnn1-c1nc(-c2ccccc2Cl)cs1
CN(C(=O)COc1ncnc2sccc12)C1CCCCC1,CN(C(=O)COc1ncnc2sccc12)C1CCCCC1
COc1ccc(C(=O)N2CCC(C(=O)[O-])CC2)cc1OC,COc1ccc(C(=O)N2CCC(C(=O)[O-])CC2)cc1OC
Cc1cc(OC(C)C(=O)NCc2ccccn2)ccc1Cl,Cc1cc(O[C@@H](C)C(=O)NCc2ccccn2)ccc1Cl
CC(=O)c1ccc(OCC(=O)Nc2cccc(C)c2)cc1,CC(=O)c1ccc(OCC(=O)Nc2cccc(C)c2)cc1
CC(C)(C)NC(=O)COC(=O)COc1ccc(Cl)cc1Cl,CC(C)(C)NC(=O)COC(=O)COc1ccc(Cl)cc1Cl
CC(C)NC(=[NH2+])CCn1cnc2c1c(=O)n(C)c(=O)n2C,CC(C)NC(=[NH2+])CCn1cnc2c1c(=O)n(C)c(=O)n2C
O=C(COC(=O)c1ccc(F)cc1Cl)NCC1CCCO1,O=C(COC(=O)c1ccc(F)cc1Cl)NC[C@H]1CCCO1
CCCCN1CC23C=CC(O2)C(C(=O)OCCC)C3C1=O,CCCCN1C[C@@]23C=C[C@@H](O2)[C@@H](C(=O)OCCC)[C@H]3C1=O
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
CCOC1c2ccccc2NC(c2ccccc2)C1(C)C,CCO[C@H]1c2ccccc2N[C@H](c2ccccc2)C1(C)C
CCC(=O)Nc1ccc(Cl)cc1-c1nc2ccccc2s1,CCC(=O)Nc1ccc(Cl)cc1-c1nc2ccccc2s1
COc1ccc(-n2nnnc2SCc2ccccc2)cc1,COc1ccc(-n2nnnc2SCc2ccccc2)cc1
CCCCc1nnc(NC(=O)Cc2ccc(Cl)c(Cl)c2)s1,CCCCc1nnc(NC(=O)Cc2ccc(Cl)c(Cl)c2)s1
Cc1ccc(Cl)c(NC(=O)Nc2csc3c2CCCC3)c1,Cc1ccc(Cl)c(NC(=O)Nc2csc3c2CCCC3)c1
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccs1)C2,CCOC(=O)c1[nH]c2c(c1C)C(=O)C[C@@H](c1cccs1)C2
CC1CCN(C(=O)CSc2nnc(C(F)(F)F)n2N)CC1,CC1CCN(C(=O)CSc2nnc(C(F)(F)F)n2N)CC1
Cn1c(=O)n(CCOc2ccc(Cl)cc2)c2ccccc21,Cn1c(=O)n(CCOc2ccc(Cl)cc2)c2ccccc21
Cc1c(C(=O)c2ccc(Cl)cc2Cl)c(=O)n(C)c(=O)n1C,Cc1c(C(=O)c2ccc(Cl)cc2Cl)c(=O)n(C)c(=O)n1C
CCc1ccc(C(=O)Nc2cc(OC)ccc2OC)cc1,CCc1ccc(C(=O)Nc2cc(OC)ccc2OC)cc1
O=C(OCC(=O)c1ccccc1F)c1ccc(O)cc1O,O=C(OCC(=O)c1ccccc1F)c1ccc(O)cc1O
CSc1nsc(SCC(=O)N2CCCc3ccccc32)n1,CSc1nsc(SCC(=O)N2CCCc3ccccc32)n1
CC(=O)c1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1,CC(=O)c1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1
COCCNC(=O)Cn1nc(C(F)(F)F)c(Cl)c1C1CC1,COCCNC(=O)Cn1nc(C(F)(F)F)c(Cl)c1C1CC1
O=C(OCn1nnc2ccccc2c1=O)C1CCCCC1,O=C(OCn1nnc2ccccc2c1=O)C1CCCCC1
Brc1ccc(C2CC(c3ccco3)n3ncnc3N2)cc1,Brc1ccc([C@H]2C[C@@H](c3ccco3)n3ncnc3N2)cc1
CC(C)=CCOc1ccc2c(c1)oc(=O)c1ccccc12,CC(C)=CCOc1ccc2c(c1)oc(=O)c1ccccc12
Cn1c(=O)c2c(ncn2Cc2ccccc2Cl)n(C)c1=O,Cn1c(=O)c2c(ncn2Cc2ccccc2Cl)n(C)c1=O
O=C(c1cccc2ccccc12)N1CCc2ccccc21,O=C(c1cccc2ccccc12)N1CCc2ccccc21
Cc1cccc(C(=O)OC(C)C(=O)NC2CCCC2)c1O,Cc1cccc(C(=O)O[C@@H](C)C(=O)NC2CCCC2)c1O
CCCNC(=O)CSc1nc2cc(Cl)ccc2n1CCC,CCCNC(=O)CSc1nc2cc(Cl)ccc2n1CCC
CC(OC(=O)c1ccc(C(F)(F)F)cc1)C(=O)NC1CC1,C[C@@H](OC(=O)c1ccc(C(F)(F)F)cc1)C(=O)NC1CC1
CCC[NH+]1CCC([NH+]2CCN(S(=O)(=O)CCC)CC2)CC1,CCC[NH+]1CCC([NH+]2CCN(S(=O)(=O)CCC)CC2)CC1
O=C(Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1Cl,O=C(Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1Cl
CCN(C)S(=O)(=O)c1csc(C(=O)Nc2ccccn2)c1,CCN(C)S(=O)(=O)c1csc(C(=O)Nc2ccccn2)c1
CC(=O)Oc1ccc(C(=O)Nc2cc(Cl)ccc2C)cc1,CC(=O)Oc1ccc(C(=O)Nc2cc(Cl)ccc2C)cc1
CCCn1nc(NS(C)(=O)=O)c2cc3ccccc3nc21,CCCn1nc(NS(C)(=O)=O)c2cc3ccccc3nc21
CC(C)(C)c1ccc(C(=O)NCC(=O)NCC(=O)[O-])cc1,CC(C)(C)c1ccc(C(=O)NCC(=O)NCC(=O)[O-])cc1
Cc1ccc(-c2cc(C(=O)[O-])c3ccccc3n2)cc1C,Cc1ccc(-c2cc(C(=O)[O-])c3ccccc3n2)cc1C
CC(C)c1cc(=O)n(C)c(SCc2ccccc2C#N)n1,CC(C)c1cc(=O)n(C)c(SCc2ccccc2C#N)n1
O=C(COc1ccc(F)cc1)c1ccc2c(c1)CCCC2,O=C(COc1ccc(F)cc1)c1ccc2c(c1)CCCC2
Cc1sc2ncnc(OCC(=O)NCC(F)(F)F)c2c1C,Cc1sc2ncnc(OCC(=O)NCC(F)(F)F)c2c1C
CN(c1ccccn1)S(=O)(=O)c1cccc(C(F)(F)F)c1,CN(c1ccccn1)S(=O)(=O)c1cccc(C(F)(F)F)c1
CC(=O)c1c(C)nn(S(=O)(=O)c2ccc(C)cc2C)c1C,CC(=O)c1c(C)nn(S(=O)(=O)c2ccc(C)cc2C)c1C
CN(C(=O)c1nn(C)cc1Cl)C12CC3CC(CC(C3)C1)C2,CN(C(=O)c1nn(C)cc1Cl)C12CC3CC(CC(C3)C1)C2
COC(=O)c1c(NC(=O)c2cccc(I)c2)sc(C)c1C,COC(=O)c1c(NC(=O)c2cccc(I)c2)sc(C)c1C
O=C(C[NH+]1CCCCC1)Nc1ccc(C2CCCC2)cc1,O=C(C[NH+]1CCCCC1)Nc1ccc(C2CCCC2)cc1
CCn1ccc(-c2cc(C(F)(F)F)nc(SCC[NH3+])n2)n1,CCn1ccc(-c2cc(C(F)(F)F)nc(SCC[NH3+])n2)n1
COc1ccc(Cl)cc1NC(=O)C(C)Sc1nncn1C,COc1ccc(Cl)cc1NC(=O)[C@@H](C)Sc1nncn1C
Nc1nc(Sc2ccc(Cl)cc2)cc(N2CCCCC2)n1,Nc1nc(Sc2ccc(Cl)cc2)cc(N2CCCCC2)n1
Cc1occc1C(=O)Nc1sc2c(c1C#N)CCC(C)C2,Cc1occc1C(=O)Nc1sc2c(c1C#N)CC[C@@H](C)C2
CC(C)CCNC(=O)C1CC(=O)N(c2ccc(F)cc2)C1,CC(C)CCNC(=O)[C@H]1CC(=O)N(c2ccc(F)cc2)C1
CC(C)C(=O)NCc1nnc2c(C(F)(F)F)cc(Cl)cn12,CC(C)C(=O)NCc1nnc2c(C(F)(F)F)cc(Cl)cn12
CCNc1nc(NCC)nc(Oc2ccc(=O)n(C)n2)n1,CCNc1nc(NCC)nc(Oc2ccc(=O)n(C)n2)n1
CCOc1ccc(S(=O)(=O)Nc2ccccc2Br)cc1C,CCOc1ccc(S(=O)(=O)Nc2ccccc2Br)cc1C
O=C(Cn1nnc(-c2ccccc2)n1)NCc1cccs1,O=C(Cn1nnc(-c2ccccc2)n1)NCc1cccs1
COc1cc(NC(=O)Nc2ccccc2)c(OC)cc1Cl,COc1cc(NC(=O)Nc2ccccc2)c(OC)cc1Cl
O=C(C[NH+]1CCOCC1)Nc1cc(C(F)(F)F)ccc1Cl,O=C(C[NH+]1CCOCC1)Nc1cc(C(F)(F)F)ccc1Cl
Nc1oc2ccccc2c(=O)c1C(=O)Nc1ccccc1,Nc1oc2ccccc2c(=O)c1C(=O)Nc1ccccc1
CC1CC1C(=O)OCC(=O)Nc1ccccc1C(F)(F)F,C[C@H]1C[C@@H]1C(=O)OCC(=O)Nc1ccccc1C(F)(F)F
CCC(C)c1c([O-])nc(SCC(=O)N(CC)CC)[nH]c1=O,CC[C@H](C)c1c([O-])nc(SCC(=O)N(CC)CC)[nH]c1=O
COC(=O)Nc1ccc(S(=O)(=O)[N-]c2nnc(C)s2)cc1,COC(=O)Nc1ccc(S(=O)(=O)[N-]c2nnc(C)s2)cc1
CCOC(=O)n1nc(C)c2c1CC(c1ccco1)CC2=O,CCOC(=O)n1nc(C)c2c1C[C@@H](c1ccco1)CC2=O
Cc1cc(C)cc(OCC(=O)NC(C)c2ccccc2)c1,Cc1cc(C)cc(OCC(=O)N[C@@H](C)c2ccccc2)c1
CCC(C)NC(=O)C(CC)NS(=O)(=O)c1ccc(C)cc1,CC[C@@H](C)NC(=O)[C@@H](CC)NS(=O)(=O)c1ccc(C)cc1
CCOC(=O)Cn1nnc(-c2ccc(C(C)(C)C)cc2)n1,CCOC(=O)Cn1nnc(-c2ccc(C(C)(C)C)cc2)n1
CSc1ccc(S(=O)(=O)Nc2ccc(C(C)C)cc2)cc1,CSc1ccc(S(=O)(=O)Nc2ccc(C(C)C)cc2)cc1
O=C(CCC[NH+]1CCOCC1)c1ccc2c(c1)OCCO2,O=C(CCC[NH+]1CCOCC1)c1ccc2c(c1)OCCO2
COc1ccc(C(C)(C)C)cc1NC(=O)c1ccccc1,COc1ccc(C(C)(C)C)cc1NC(=O)c1ccccc1
Fc1ccc2[nH]cc(-c3nnnn3-c3ccccc3)c2c1,Fc1ccc2[nH]cc(-c3nnnn3-c3ccccc3)c2c1
O=C([O-])CC(C(=O)Nc1ccc(Cl)cc1Cl)C1CCCO1,O=C([O-])C[C@@H](C(=O)Nc1ccc(Cl)cc1Cl)[C@H]1CCCO1
O=C([O-])C1C2C=CC(O2)C1C(=O)N1CCc2ccccc21,O=C([O-])[C@H]1[C@@H]2C=C[C@@H](O2)[C@H]1C(=O)N1CCc2ccccc21
CCOC(=O)c1cnc(SCc2cccc(Cl)c2)nc1N,CCOC(=O)c1cnc(SCc2cccc(Cl)c2)nc1N
CC(OC(=O)c1cc2ccccc2s1)C(=O)N1CCCC1,C[C@@H](OC(=O)c1cc2ccccc2s1)C(=O)N1CCCC1
CCc1ccccc1NC(=O)c1ccc(OC(C)=O)cc1,CCc1ccccc1NC(=O)c1ccc(OC(C)=O)cc1
COc1ccccc1C1CCN(C(=O)c2ccco2)CC1,COc1ccccc1C1CCN(C(=O)c2ccco2)CC1
Cc1ccc(-c2cc(C(N)=O)c3cc(F)ccc3n2)cc1,Cc1ccc(-c2cc(C(N)=O)c3cc(F)ccc3n2)cc1
O=c1[nH]c(N(c2ccccc2)c2ccccc2)[nH+]c(=O)[nH]1,O=c1[nH]c(N(c2ccccc2)c2ccccc2)[nH+]c(=O)[nH]1
O=C(Nc1nc(-c2ccccc2)cs1)c1cccc(I)c1,O=C(Nc1nc(-c2ccccc2)cs1)c1cccc(I)c1
CCN1CCN(C(=O)CCC(=O)Nc2nnc(C)s2)CC1,CCN1CCN(C(=O)CCC(=O)Nc2nnc(C)s2)CC1
CC1CCCCC1NC(=O)C1CC(=O)Nc2ccccc21,C[C@H]1CCCC[C@H]1NC(=O)[C@@H]1CC(=O)Nc2ccccc21
CCOC(=O)N1CCC(NC(=O)Cc2ccccc2)CC1,CCOC(=O)N1CCC(NC(=O)Cc2ccccc2)CC1
CCSc1nnc(SC(C)C(=O)Nc2ccc(C)cc2)s1,CCSc1nnc(S[C@H](C)C(=O)Nc2ccc(C)cc2)s1
O=C(CCC1CCCC1)Nc1nc(-c2ccccc2)cs1,O=C(CCC1CCCC1)Nc1nc(-c2ccccc2)cs1
CC(=O)N1CCN(c2csc3ccc(F)cc3c2=O)CC1,CC(=O)N1CCN(c2csc3ccc(F)cc3c2=O)CC1
CCOc1cccc(C(=O)Nc2ccccc2C(N)=O)c1,CCOc1cccc(C(=O)Nc2ccccc2C(N)=O)c1
CCC(C)(C)C1CCc2c(sc(NC(=O)OC)c2C#N)C1,CCC(C)(C)[C@H]1CCc2c(sc(NC(=O)OC)c2C#N)C1
CCOC(=O)c1cnn(S(=O)(=O)c2ccc(C)cc2)c1N,CCOC(=O)c1cnn(S(=O)(=O)c2ccc(C)cc2)c1N
CCCNC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1,CCCNC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1
CC1=CC(C)C2(COC(C[NH+]3CCOCC3)OC2)C(C)C1,CC1=C[C@@H](C)C2(COC(C[NH+]3CCOCC3)OC2)[C@H](C)C1
O=C(Cn1nc(C(F)(F)F)c2c1CCC2)NC1CCCC1,O=C(Cn1nc(C(F)(F)F)c2c1CCC2)NC1CCCC1
O=C(CC1Nc2ccccc2NC1=O)NC1CCCCC1,O=C(C[C@H]1Nc2ccccc2NC1=O)NC1CCCCC1
Cc1nc2ccc(F)cc2cc1C(=O)NCC1CCCO1,Cc1nc2ccc(F)cc2cc1C(=O)NC[C@@H]1CCCO1
CC(C)CC(=O)Nc1ccc(Cl)c(N2CCCS2(=O)=O)c1,CC(C)CC(=O)Nc1ccc(Cl)c(N2CCCS2(=O)=O)c1
c1ccc(-c2nnc(-c3cccc4ccccc34)o2)cc1,c1ccc(-c2nnc(-c3cccc4ccccc34)o2)cc1
O=C(Cc1c(F)cccc1Cl)NCCc1ccc(F)cc1,O=C(Cc1c(F)cccc1Cl)NCCc1ccc(F)cc1
CC1(C)C(=O)OC(c2ccc(I)o2)C2(CCCCC2)C1=O,CC1(C)C(=O)O[C@@H](c2ccc(I)o2)C2(CCCCC2)C1=O
CC([NH2+]Cc1ccccc1F)C(=O)Nc1ccccc1F,C[C@@H]([NH2+]Cc1ccccc1F)C(=O)Nc1ccccc1F
NC(=O)c1cc2ccccc2n1S(=O)(=O)c1ccccc1,NC(=O)c1cc2ccccc2n1S(=O)(=O)c1ccccc1
Cc1ccc(C)c(C[NH+]2CCN(c3ccccc3)CC2)c1,Cc1ccc(C)c(C[NH+]2CCN(c3ccccc3)CC2)c1
O=C(NCC1COC2(CCCCC2)O1)c1cccc(Cl)c1,O=C(NC[C@@H]1COC2(CCCCC2)O1)c1cccc(Cl)c1
COC(=O)CCSc1nc2sc3c(c2c(=O)[nH]1)CCCC3,COC(=O)CCSc1nc2sc3c(c2c(=O)[nH]1)CCCC3
O=S(=O)(CCc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,O=S(=O)(CCc1nc2ccccc2[nH]1)c1ccc(Cl)cc1
Cc1ccc(OCCC(=O)Nc2cc(C)ccc2C)cc1,Cc1ccc(OCCC(=O)Nc2cc(C)ccc2C)cc1
Brc1ccc(-c2nnc(-c3ccc4c(c3)OCO4)o2)cc1,Brc1ccc(-c2nnc(-c3ccc4c(c3)OCO4)o2)cc1
COc1ccc(CCNC(=O)Nc2ccccc2F)cc1,COc1ccc(CCNC(=O)Nc2ccccc2F)cc1
CCc1ccccc1NC(=O)C(C)Oc1ccc(OC)cc1,CCc1ccccc1NC(=O)[C@H](C)Oc1ccc(OC)cc1
CCC(C)(C)NC(=O)C1CC(=O)N(c2ccc(C)c(C)c2)C1,CCC(C)(C)NC(=O)[C@@H]1CC(=O)N(c2ccc(C)c(C)c2)C1
CCCCNC(=O)Cn1nc(-c2ccc(Cl)cc2)ccc1=O,CCCCNC(=O)Cn1nc(-c2ccc(Cl)cc2)ccc1=O
CCC(Oc1ccc(Cl)cc1)C(=O)N1CCC(C(N)=O)CC1,CC[C@@H](Oc1ccc(Cl)cc1)C(=O)N1CCC(C(N)=O)CC1
COc1ccc2c(c1)-c1ccccc1C2(O)c1ccccc1,COc1ccc2c(c1)-c1ccccc1[C@]2(O)c1ccccc1
O=C(COc1ccccc1F)Nc1cccc(C(F)(F)F)c1,O=C(COc1ccccc1F)Nc1cccc(C(F)(F)F)c1
O=C1OC(C(=O)Nc2c(Cl)cccc2Cl)Cc2ccccc21,O=C1O[C@@H](C(=O)Nc2c(Cl)cccc2Cl)Cc2ccccc21
